2P,2PA,2PP,3P,3P%,3PA,AST,BLK,DRB,FG,FGA,FGP,FT,FTA,FTP,G,GS,MP,ORB,PF,PTS,Player,SOS,STL,School,TOV,TRB,year
2.4,5.2,.471,1.0,.349,2.9,3.0,0.1,2.1,3.4,8.0,.428,2.8,3.6,.789,133,102,27.3,1.0,,10.7,Justin Dentmon,7.16,1.4,Washington,2.3,3.2,2012
3.4,8.1,.423,1.2,.318,3.8,2.9,0.5,2.8,4.6,11.9,.390,4.0,5.4,.735,113,106,30.4,1.1,,14.4,Jerome Dyson,7.64,1.7,UConn,2.8,3.9,2012
5.7,10.0,.572,0.0,.250,0.1,0.9,1.8,7.9,5.8,10.1,.569,3.2,5.6,.583,136,122,29.1,4.4,,14.8,Kenneth Faried,-4.03,1.7,Morehead State,2.2,12.3,2012
4.2,7.4,.573,0.0,,0.0,2.1,1.8,5.2,4.2,7.4,.573,2.6,4.3,.603,87,64,26.5,2.1,,11.0,Jeff Foote,-3.22,0.4,Cornell,2.0,7.3,2012
4.1,9.6,.431,1.2,.311,3.8,5.9,0.1,3.8,5.3,13.4,.397,4.1,6.1,.677,47,46,33.0,1.6,,16.0,Courtney Fortson,4.49,1.2,Arkansas,4.7,5.4,2012
3.9,7.8,.497,2.1,.394,5.4,3.7,0.1,2.1,6.0,13.3,.455,4.5,5.1,.882,139,102,29.6,0.5,,18.7,Jimmer Fredette,3.56,1.2,BYU,2.5,2.6,2012
2.6,5.8,.445,0.0,.000,0.0,0.5,4.7,5.4,2.6,5.8,.442,2.1,3.2,.667,85,83,26.8,1.6,,7.3,Mickell Gladness,-11.93,0.6,Alabama A&M,1.6,7.0,2012
4.0,8.1,.494,2.8,.413,6.8,3.0,0.3,2.7,6.8,14.9,.457,1.9,2.2,.838,140,124,32.8,0.6,,18.4,Andrew Goudelock,-2.92,0.9,College of Charleston,2.2,3.3,2012
0.9,1.6,.547,0.6,.324,1.9,0.5,0.3,0.9,1.5,3.5,.425,0.7,1.0,.753,93,38,14.8,0.5,,4.3,Jordan Hamilton,-6.72,0.3,Lehigh,0.7,1.4,2012
2.6,4.7,.557,1.3,.382,3.4,0.7,0.8,3.3,3.9,8.1,.483,1.5,2.1,.711,137,96,22.9,1.4,,10.6,Justin Harper,2.46,0.6,Richmond,1.3,4.8,2012
1.9,3.3,.571,0.1,.310,0.3,0.4,0.9,2.8,2.0,3.6,.549,0.6,1.0,.649,94,40,15.8,1.9,,4.7,Josh Harrellson,6.85,0.5,Kentucky,0.6,4.7,2012
2.1,4.3,.494,1.1,.366,3.1,1.5,0.2,2.8,3.3,7.5,.440,2.1,2.6,.815,134,89,26.4,1.1,,9.8,Terrel Harris,7.03,1.3,Oklahoma State,2.1,3.8,2012
4.8,9.6,.497,0.7,.303,2.2,1.3,0.9,5.3,5.4,11.8,.460,3.8,5.0,.753,34,33,29.2,2.0,,15.3,Tobias Harris,8.73,0.7,Tennessee,1.8,7.3,2012
4.0,7.9,.509,0.9,.347,2.7,2.4,0.4,3.4,4.9,10.6,.467,4.3,5.2,.825,132,131,33.9,0.7,,15.2,Cory Higgins,6.28,1.5,Colorado,2.3,4.1,2012
4.4,9.5,.465,1.1,.361,3.1,4.6,0.4,7.1,5.5,12.5,.440,3.7,5.7,.653,35,35,33.6,2.1,,15.9,Darington Hobson,3.84,1.3,New Mexico,3.0,9.3,2012
2.5,5.3,.473,1.1,.359,3.1,2.8,1.7,5.2,3.6,8.4,.431,2.0,2.9,.684,59,51,31.7,1.7,,10.3,Tyler Honeycutt,7.90,1.2,UCLA,2.8,6.9,2012
1.6,3.1,.535,0.7,.358,1.9,0.9,0.5,2.0,2.3,4.9,.468,1.5,2.0,.781,128,46,20.3,0.9,,6.8,Dennis Horner,7.87,0.5,NC State,0.9,2.9,2012
3.4,5.9,.569,1.6,.462,3.5,4.3,0.5,2.8,5.0,9.5,.529,5.8,6.5,.901,11,8,27.5,0.5,,17.5,Kyrie Irving,8.31,1.5,Duke,2.5,3.4,2012
3.4,6.4,.527,1.2,.351,3.5,3.5,0.5,3.0,4.6,9.9,.465,2.3,3.0,.753,99,52,28.0,1.4,,12.7,Reggie Jackson,7.25,0.8,Boston College,2.1,4.4,2012
5.2,10.8,.482,1.4,.382,3.7,3.8,0.6,3.3,6.6,14.5,.456,5.0,6.2,.811,128,128,35.9,1.0,,19.6,Charles Jenkins,-1.45,1.7,Hofstra,3.0,4.3,2012
1.0,2.5,.409,0.9,.401,2.4,5.0,0.0,1.7,2.0,4.8,.405,0.8,1.1,.716,96,85,28.7,0.6,,5.7,Carldell Johnson,3.99,2.3,Alabama-Birmingham,1.6,2.3,2012
2.9,5.7,.513,0.0,.000,0.1,0.4,0.3,2.2,2.9,5.9,.500,1.6,2.5,.634,28,6,16.1,1.0,,7.5,Ivan Johnson,6.85,0.9,Oregon,1.7,3.2,2012
4.9,9.6,.512,0.1,.250,0.4,0.7,1.9,4.1,5.0,10.1,.501,3.5,4.7,.743,140,119,27.5,2.0,,13.7,JaJuan Johnson,7.64,0.7,Purdue,1.3,6.1,2012
4.1,7.2,.567,0.0,,0.0,0.8,2.5,5.2,4.1,7.2,.567,3.1,4.5,.696,133,119,24.2,2.2,,11.3,Jerome Jordan,2.63,0.4,Tulsa,2.0,7.4,2012
2.3,5.4,.429,1.4,.413,3.5,3.0,0.3,2.9,3.8,8.9,.422,1.4,2.0,.699,36,36,32.4,0.6,,10.4,Cory Joseph,7.96,1.0,Texas,1.5,3.6,2012
2.7,5.8,.472,0.9,.358,2.6,2.4,0.5,4.4,3.7,8.4,.436,3.3,4.5,.746,129,125,30.4,1.7,,11.7,D.J. Kennedy,8.21,1.4,St. John's (NY),2.1,6.1,2012
3.4,7.4,.461,2.3,.377,6.1,4.2,0.2,3.4,5.7,13.5,.423,3.6,4.5,.795,38,38,35.9,0.7,,17.3,Brandon Knight,8.91,0.7,Kentucky,3.2,4.0,2012
2.6,4.8,.533,0.8,.278,2.7,2.0,0.2,2.2,3.3,7.5,.441,2.3,3.2,.717,94,65,26.7,0.8,,9.7,Malcolm Lee,7.66,0.8,UCLA,1.7,3.0,2012
4.8,9.7,.497,0.6,.250,2.3,2.2,0.6,6.9,5.4,12.0,.449,2.8,3.7,.744,70,69,31.9,3.3,,14.1,Kawhi Leonard,5.29,1.4,San Diego State,2.2,10.2,2012
4.4,9.0,.492,0.2,.333,0.6,2.1,0.7,3.4,4.6,9.6,.482,2.7,3.7,.743,90,68,26.1,2.7,,12.2,Travis Leslie,6.56,1.1,Georgia,2.0,6.1,2012
3.4,6.5,.521,0.8,.368,2.2,1.1,0.7,3.2,4.2,8.7,.482,2.0,2.7,.723,123,68,22.8,1.3,,11.2,Jon Leuer,8.06,0.4,Wisconsin,1.2,4.5,2012
1.3,2.9,.455,0.6,.332,1.9,2.1,0.5,2.5,1.9,4.8,.407,1.3,2.0,.643,100,29,21.9,0.5,,5.8,DeAndre Liggins,6.85,0.9,Kentucky,1.5,3.0,2012
2.8,5.8,.480,2.0,.357,5.6,3.3,0.1,3.4,4.8,11.4,.419,2.6,3.4,.755,108,107,31.2,0.8,,14.1,Shelvin Mack,4.05,1.1,Butler,2.2,4.2,2012
4.9,8.2,.599,0.0,,0.0,0.8,0.8,3.0,4.9,8.2,.599,1.3,2.6,.511,71,69,24.8,2.4,,11.1,Vernon Macklin,,0.5,Florida,1.5,5.5,2012
3.8,8.1,.473,1.7,.380,4.6,2.9,0.4,3.3,5.6,12.7,.440,2.4,3.3,.729,140,135,32.3,1.1,,15.3,E'Twaun Moore,7.64,1.2,Purdue,2.1,4.4,2012
3.4,6.5,.528,0.3,.223,1.5,4.8,0.1,2.3,3.8,8.0,.469,2.0,2.9,.695,67,53,29.8,0.7,,9.9,Darius Morris,10.03,0.8,Michigan,2.3,2.9,2012
4.3,7.3,.585,0.4,.358,1.1,1.3,0.4,3.8,4.7,8.4,.555,2.9,4.3,.660,109,90,24.0,2.4,,12.6,Marcus Morris,7.92,0.9,Kansas,1.6,6.2,2012
2.8,4.8,.579,0.3,.404,0.9,1.2,0.9,4.1,3.1,5.7,.553,1.9,2.9,.653,109,43,19.3,2.0,,8.5,Markieff Morris,7.92,0.6,Kansas,1.6,6.1,2012
1.3,2.3,.539,0.0,.000,0.1,0.4,1.4,2.1,1.3,2.4,.527,0.9,1.7,.524,38,0,13.2,1.2,,3.4,Daniel Orton,6.82,0.6,Kentucky,1.0,3.3,2012
2.9,5.5,.515,0.6,.311,1.8,4.4,0.1,2.9,3.4,7.3,.465,1.9,2.7,.704,134,103,28.7,0.5,,9.3,Jeremy Pargo,3.62,1.3,Gonzaga,2.7,3.4,2012
2.6,4.6,.575,1.1,.337,3.2,2.4,0.3,4.1,3.7,7.8,.477,1.7,2.8,.611,142,81,27.9,1.9,,10.2,Chandler Parsons,5.90,0.9,Florida,1.6,6.0,2012
1.9,3.8,.494,0.0,1.000,0.0,0.7,0.6,2.2,1.9,3.8,.495,1.2,2.0,.604,126,66,20.2,1.7,,5.0,Ryan Reid,7.66,0.5,Florida State,1.6,3.9,2012
15.5,.476,,,,,,,.808,,,7.4,,,3.7,Western Michigan,,46,4.5,,18.4,Walker Russell,,,,,4.0,2012
1.5,3.8,.384,1.3,.362,3.6,2.2,0.0,1.8,2.8,7.4,.373,1.1,1.4,.757,26,11,20.4,0.4,,7.9,Josh Selby,7.62,0.8,Kansas,2.0,2.2,2012
3.0,6.7,.450,1.2,.305,4.0,4.2,0.2,3.4,4.2,10.6,.396,3.1,4.1,.738,92,91,31.3,1.1,,12.7,Iman Shumpert,7.34,2.3,Georgia Tech,3.0,4.5,2012
4.2,9.2,.458,2.0,.361,5.6,1.7,0.4,3.8,6.3,14.8,.421,6.5,7.8,.831,51,51,31.8,1.1,,21.0,Xavier Silas,,1.0,Northern Illinois,3.2,4.9,2012
2.4,5.1,.476,1.1,.330,3.3,1.5,1.4,4.2,3.5,8.4,.419,2.1,3.5,.592,95,91,29.1,2.0,,10.3,Chris Singleton,7.05,1.9,Florida State,2.4,6.2,2012
2.9,6.3,.464,0.8,.336,2.5,2.7,0.1,2.7,3.8,8.8,.428,2.7,3.6,.732,138,103,28.0,0.5,,11.0,Donald Sloan,7.13,0.6,Texas A&M,1.9,3.3,2012
0.9,2.5,.371,0.1,.667,0.2,0.2,0.3,0.9,1.1,2.7,.391,0.2,0.3,.688,49,24,10.8,0.7,,2.5,Greg Smith,-6.19,0.3,Delaware State,0.4,1.7,2012
1.4,2.4,.560,1.5,.389,3.9,1.7,0.2,2.2,2.9,6.3,.454,1.4,2.0,.730,138,111,23.7,0.9,,8.7,Jerry Smith,8.02,1.3,Louisville,1.4,3.1,2012
3.5,7.3,.482,1.2,.368,3.2,2.8,0.1,2.0,4.7,10.4,.448,2.9,3.6,.800,143,97,26.9,0.8,,13.4,Nolan Smith,8.97,1.0,Duke,2.0,2.8,2012
1.1,2.0,.553,0.0,.000,0.0,0.8,1.0,1.6,1.1,2.0,.545,0.5,0.6,.759,95,7,10.0,0.7,,2.7,Greg Stiemsma,7.63,0.2,Wisconsin,0.7,2.3,2012
1.5,2.9,.504,0.4,.265,1.4,5.2,0.4,4.8,1.8,4.3,.425,1.8,2.9,.617,138,129,30.9,0.7,,5.8,Julyan Stone,2.30,1.5,UTEP,1.9,5.5,2012
3.7,7.6,.490,1.6,.325,4.8,4.0,0.1,2.8,5.3,12.4,.426,4.3,6.0,.713,105,104,30.4,0.7,,16.4,Isaiah Thomas,7.81,1.2,Washington,2.7,3.5,2012
1.7,3.2,.525,0.0,,0.0,0.5,0.2,1.8,1.7,3.2,.525,1.3,2.1,.600,140,101,19.7,1.8,,4.6,Lance Thomas,9.51,0.6,Duke,1.2,3.6,2012
2.6,6.6,.390,1.3,.380,3.3,0.7,0.3,2.7,3.8,9.9,.387,1.8,2.4,.772,39,29,26.5,1.4,,10.8,Malcolm Thomas,-4.25,1.1,Louisiana-Monroe,1.7,4.1,2012
5.1,10.3,.496,0.9,.357,2.5,1.4,1.3,5.8,6.0,12.8,.469,2.8,3.8,.729,89,81,29.5,2.0,,15.7,Trey Thompkins,6.56,1.0,Georgia,2.6,7.8,2012
3.6,8.1,.450,2.5,.390,6.3,2.6,0.8,3.9,6.1,14.4,.424,3.2,3.9,.827,98,96,34.4,0.9,,17.9,Klay Thompson,6.32,1.3,Washington State,2.9,4.8,2012
2.3,6.1,.380,1.5,.326,4.6,1.6,0.6,3.0,3.8,10.7,.357,1.9,2.5,.760,128,114,29.1,1.3,,11.0,Mychel Thompson,1.05,1.1,Pepperdine,1.7,4.3,2012
2.2,4.6,.472,1.4,.396,3.6,1.3,0.1,2.1,3.6,8.2,.439,4.1,5.0,.816,128,99,25.5,0.6,,12.7,Tristan Thompson,-3.82,0.6,North Texas,1.7,2.8,2012
5.2,9.8,.530,0.8,.353,2.2,2.1,0.7,3.1,6.0,12.1,.497,2.0,3.0,.672,131,121,31.5,1.2,,14.8,Edwin Ubiles,-1.63,1.2,Siena,2.1,4.3,2012
3.8,6.9,.551,0.4,.303,1.4,1.1,1.1,5.5,4.2,8.3,.509,2.2,2.9,.746,87,67,27.7,2.4,,11.1,Nikola Vucevic,7.86,0.5,USC,1.5,8.0,2012
4.1,8.7,.469,1.1,.326,3.5,4.1,0.3,3.4,5.2,12.2,.428,4.5,5.8,.783,111,77,32.9,1.0,,16.1,Kemba Walker,9.39,1.7,UConn,2.3,4.4,2012
1.3,3.1,.400,2.0,.431,4.6,3.2,0.0,,3.2,7.7,.418,2.7,3.4,.813,27,,,,,11.1,Derrick Williams,-9.79,1.3,Birmingham-Southern,,3.2,2012
3.5,6.6,.527,1.8,.366,4.8,3.8,0.1,3.2,5.2,11.4,.459,5.7,7.5,.758,34,34,33.3,0.7,,17.9,Elliot Williams,,1.3,Memphis,2.9,4.0,2012
5.1,9.7,.528,0.0,,0.0,0.4,1.2,6.9,5.1,9.7,.528,3.0,5.3,.559,66,64,28.6,3.3,,13.2,Jordan Williams,6.85,0.7,Maryland,1.3,10.2,2012
4.6,8.9,.515,0.2,.229,0.9,1.2,1.3,4.8,4.8,9.8,.489,3.2,4.8,.662,123,116,27.0,2.4,,13.0,Chris Wright,3.66,0.8,Dayton,2.5,7.2,2013
4.6,8.9,.515,0.2,.229,0.9,1.2,1.3,4.8,4.8,9.8,.489,3.2,4.8,.662,123,116,27.0,2.4,,13.0,Chris Wright,3.66,0.8,Dayton,2.5,7.2,2012
4.5,8.7,.516,0.0,.333,0.0,1.1,1.1,5.6,4.5,8.8,.515,3.0,4.9,.606,133,101,29.5,2.9,,12.1,Jeff Adrien,7.00,0.6,UConn,1.9,8.5,2011
3.5,6.6,.535,0.0,.000,0.0,0.4,2.1,3.3,3.5,6.6,.534,2.1,2.9,.745,77,68,22.0,2.1,,9.1,Solomon Alabi,7.34,0.5,Florida State,1.7,5.4,2011
3.5,6.1,.574,0.0,,0.0,0.6,2.3,5.5,3.5,6.1,.574,2.3,3.2,.729,111,71,21.0,2.3,,9.4,Cole Aldrich,8.12,0.5,Kansas,1.2,7.7,2011
4.6,8.9,.522,0.4,.238,1.7,1.4,1.3,6.1,5.0,10.6,.476,3.9,5.7,.687,62,60,30.1,3.3,,14.4,Al-Farouq Aminu,8.10,1.2,Wake Forest,2.9,9.4,2011
0.7,1.4,.463,0.0,,0.0,0.2,0.4,0.7,0.7,1.4,.463,0.3,0.7,.390,87,1,6.3,0.5,,1.6,James Anderson,4.30,0.1,BYU,0.2,1.3,2011
5.4,11.0,.494,1.1,.421,2.6,1.8,0.8,6.2,6.5,13.6,.480,5.2,5.8,.893,68,68,34.9,2.0,,19.4,Luke Babbitt,1.98,0.9,Nevada,2.1,8.1,2011
2.6,5.0,.516,1.3,.383,3.5,2.9,0.3,2.6,3.9,8.4,.462,2.2,3.3,.667,37,35,30.3,0.5,,11.3,Eric Bledsoe,6.82,1.4,Kentucky,3.0,3.1,2011
5.0,8.6,.574,0.2,.324,0.5,1.7,1.9,4.9,5.1,9.2,.559,2.4,3.9,.624,134,134,28.4,3.0,,12.9,Trevor Booker,7.85,1.1,Clemson,1.9,7.9,2011
5.2,10.9,.480,0.7,.292,2.5,1.6,1.0,6.0,6.0,13.4,.445,3.4,4.7,.726,96,95,31.8,1.7,,16.0,Craig Brackins,7.34,0.5,Iowa State,2.0,7.7,2011
3.4,7.5,.457,1.2,.375,3.3,2.1,0.5,1.9,4.7,10.8,.432,1.1,1.9,.545,34,32,29.5,1.0,,11.6,Avery Bradley,7.38,1.3,Texas,1.5,2.9,2011
5.3,9.1,.585,0.1,.267,0.6,1.1,0.9,5.4,5.5,9.7,.567,3.0,4.4,.672,27,22,26.7,2.7,,14.1,Derrick Caracter,,1.0,UTEP,2.9,8.1,2011
3.0,6.0,.492,1.6,.377,4.3,3.9,0.0,2.0,4.6,10.3,.444,2.4,3.0,.808,143,77,28.5,0.4,,13.2,Sherron Collins,7.80,1.0,Kansas,2.3,2.4,2011
2.8,5.6,.504,0.0,.000,0.0,0.5,1.5,4.2,2.8,5.6,.503,2.2,3.0,.735,62,32,22.4,2.1,,7.9,Marcus Cousin,,0.4,Houston,0.8,6.3,2011
5.4,9.6,.565,0.0,.167,0.2,1.0,1.8,5.8,5.4,9.7,.558,4.3,7.1,.604,38,37,23.5,4.1,,15.1,DeMarcus Cousins,6.82,1.0,Kentucky,2.1,9.8,2011
5.2,10.3,.501,2.3,.391,5.8,2.9,0.2,3.8,7.4,16.1,.462,3.4,4.4,.773,35,34,32.8,1.0,,20.5,Jordan Crawford,,1.3,Xavier,2.4,4.7,2011
3.4,6.3,.548,0.0,,0.0,0.7,2.1,5.3,3.4,6.3,.548,2.3,3.7,.623,61,25,22.2,2.4,,9.2,Ed Davis,9.09,0.4,UNC,1.4,7.7,2011
3.4,7.2,.471,1.7,.367,4.7,3.1,0.2,2.6,5.1,11.9,.430,2.7,3.6,.745,122,118,34.0,0.7,,14.6,Zabian Dowdell,5.77,2.0,Virginia Tech,2.2,3.2,2011
3.9,7.6,.510,0.1,.114,1.0,2.6,0.7,5.2,4.0,8.6,.463,3.1,4.2,.736,69,65,32.1,2.8,,11.2,Devin Ebanks,9.30,0.9,West Virginia,2.1,7.9,2011
3.1,4.7,.654,0.1,.364,0.2,0.5,1.7,3.5,3.2,5.0,.639,1.5,2.2,.684,134,130,23.5,2.4,,7.9,Jeremy Evans,-1.72,0.6,Western Kentucky,1.0,5.9,2011
9.7,.620,,,,,0.9,3.4,.635,101,30.8,6.0,,,3.3,Georgetown,,143,5.2,,15.3,Patrick Ewing,5.82,1.2,,2.3,9.2,2011
5.0,8.1,.613,0.0,.000,0.0,1.0,2.1,5.4,5.0,8.1,.611,2.5,4.0,.629,36,35,27.5,3.0,,12.4,Derrick Favors,9.02,0.9,Georgia Tech,2.5,8.4,2011
3.1,6.0,.510,0.8,.342,2.3,1.6,0.4,3.5,3.9,8.4,.463,2.3,3.3,.676,129,65,23.6,1.6,,10.8,Landry Fields,7.35,0.9,Stanford,1.5,5.0,2011
4.3,9.2,.466,1.3,.304,4.2,2.8,0.6,5.0,5.6,13.4,.415,3.9,5.7,.690,69,59,31.2,1.7,,16.3,Gary Forbes,,1.0,UMass,2.8,6.7,2011
3.1,6.5,.485,1.9,.396,4.9,2.4,0.9,4.8,5.1,11.4,.447,3.4,4.2,.803,63,63,33.9,1.9,,15.5,Paul George,1.13,2.0,Fresno State,2.7,6.7,2011
7.1,11.4,.622,0.0,.300,0.1,2.1,1.0,8.3,7.1,11.5,.618,4.5,7.7,.589,68,63,30.9,3.6,,18.8,Blake Griffin,7.37,1.1,Oklahoma,2.8,11.8,2011
6.9,14.3,.486,0.3,.326,1.0,1.6,0.7,6.5,7.3,15.3,.476,4.4,5.6,.782,129,108,29.2,3.0,,19.2,Luke Harangody,6.73,0.8,Notre Dame,1.8,9.5,2011
3.9,8.5,.453,1.4,.318,4.6,3.7,0.4,4.1,5.3,13.1,.406,4.9,6.0,.827,98,97,34.0,1.6,,17.0,Manny Harris,9.04,1.5,Michigan,3.2,5.7,2011
2.6,4.6,.569,1.7,.369,4.6,1.8,0.9,5.7,4.3,9.2,.470,4.1,4.9,.824,69,69,33.1,1.7,,14.4,Gordon Hayward,3.57,1.3,Butler,2.0,7.4,2011
3.6,7.3,.497,1.2,.357,3.4,0.9,0.3,4.4,4.8,10.7,.452,2.6,3.3,.789,138,118,26.4,2.2,,13.5,Lazar Hayward,7.79,1.1,Marquette,1.7,6.6,2011
2.6,5.3,.492,1.9,.418,4.6,1.5,0.5,3.2,4.5,9.8,.458,2.5,3.2,.783,36,36,27.5,1.2,,13.4,Xavier Henry,8.25,1.5,Kansas,1.9,4.4,2011
4.2,8.4,.506,0.7,.364,2.0,1.1,1.1,6.3,5.0,10.4,.479,2.8,4.4,.640,142,140,29.3,2.9,,13.5,Damion James,7.54,1.0,Texas,1.8,9.3,2011
4.7,9.2,.514,0.7,.289,2.4,4.4,0.2,2.9,5.4,11.6,.467,2.8,3.7,.750,101,99,32.7,0.8,,14.3,Armon Johnson,1.28,0.8,Nevada,2.7,3.7,2011
1.7,3.3,.505,1.7,.371,4.6,1.1,0.4,3.9,3.4,7.9,.427,2.1,2.6,.826,138,93,24.9,2.3,,10.6,Chris Johnson,3.72,0.8,Dayton,1.1,6.1,2013
1.7,3.3,.505,1.7,.371,4.6,1.1,0.4,3.9,3.4,7.9,.427,2.1,2.6,.826,138,93,24.9,2.3,,10.6,Chris Johnson,3.72,0.8,Dayton,1.1,6.1,2011
0.5,1.0,.529,0.0,,0.0,0.1,0.3,0.8,0.5,1.0,.529,0.6,1.2,.508,52,8,8.8,0.7,,1.6,Wesley Johnson,-3.91,0.2,Charleston Southern,0.3,1.5,2011
4.5,8.9,.512,1.7,.323,5.2,3.5,0.4,3.9,6.2,14.1,.442,4.8,6.5,.737,95,94,36.5,1.5,,18.9,Dominique Jones,7.32,1.5,South Florida,2.6,5.4,2011
4.5,8.2,.550,0.0,.000,0.0,0.4,1.3,4.5,4.5,8.2,.548,2.8,5.0,.552,99,91,24.3,2.7,,11.8,Gani Lawal,8.64,0.6,Georgia Tech,2.1,7.2,2011
3.5,6.3,.547,0.9,.333,2.8,3.5,0.6,3.4,4.4,9.1,.481,3.2,4.3,.733,115,87,29.2,0.9,,12.9,Jeremy Lin,-4.84,2.0,Harvard,2.9,4.3,2011
5.2,9.3,.558,0.1,.273,0.5,3.2,1.5,6.1,5.3,9.8,.543,3.7,5.5,.677,65,65,32.6,2.1,,14.5,Greg Monroe,9.26,1.5,Georgetown,2.9,8.2,2011
2.2,4.0,.542,0.0,.000,0.0,0.4,2.9,3.7,2.2,4.0,.539,1.5,2.5,.592,124,85,22.1,1.8,,5.8,Hamady N'Diaye,6.36,0.4,Rutgers,1.4,5.5,2011
5.1,9.8,.523,3.2,.360,8.8,3.3,0.2,3.3,8.3,18.6,.446,5.9,7.2,.823,49,46,36.1,0.8,,25.6,Gary Neal,,1.6,Towson,2.7,4.1,2011
3.9,6.7,.580,0.4,.346,1.2,2.8,1.1,5.0,4.3,7.9,.545,1.8,3.2,.569,66,48,29.0,2.7,,10.9,Larry Owens,-2.20,1.6,Oral Roberts,2.3,7.7,2011
6.1,10.1,.604,0.2,.329,0.8,1.5,1.6,5.3,6.4,10.9,.585,3.2,4.3,.734,97,97,34.0,2.9,,16.1,Patrick Patterson,6.24,0.7,Kentucky,1.6,8.2,2011
2.5,4.0,.623,0.0,,0.0,0.3,0.9,1.9,2.5,4.0,.623,1.6,2.6,.601,134,59,12.2,2.0,,6.6,Dexter Pittman,7.54,0.2,Texas,1.1,3.9,2011
4.4,8.3,.528,0.4,.327,1.2,1.7,0.3,3.2,4.8,9.5,.503,3.1,4.1,.768,136,102,27.3,2.4,,13.1,Quincy Pondexter,7.55,0.8,Washington,1.9,5.6,2011
0.6,1.2,.506,2.2,.374,5.9,2.7,0.2,2.2,2.8,7.1,.396,0.9,1.2,.763,127,65,24.4,0.4,,8.8,Andy Rautins,7.83,1.4,Syracuse,1.7,2.6,2011
4.8,8.8,.549,0.0,.000,0.0,1.1,1.2,3.0,4.8,8.8,.549,3.8,5.5,.689,70,70,27.1,2.9,,13.5,Samardo Samuels,8.20,0.6,Louisville,2.3,5.9,2011
4.1,7.7,.526,0.0,.250,0.2,0.5,2.7,5.2,4.1,7.9,.520,2.1,3.6,.577,101,82,23.5,2.5,,10.3,Larry Sanders,-0.69,0.6,VCU,1.5,7.7,2011
2.6,5.4,.490,0.8,.355,2.2,5.1,0.1,3.0,3.4,7.6,.452,2.5,3.1,.786,131,129,31.0,0.7,,10.1,Mustafa Shakur,8.88,1.2,Arizona,3.0,3.7,2011
4.3,8.7,.495,0.5,.219,2.1,2.5,0.2,3.5,4.8,10.8,.440,2.3,3.5,.664,34,32,28.2,1.9,,12.3,Lance Stephenson,8.45,0.9,Cincinnati,2.4,5.4,2011
4.8,9.1,.525,0.5,.362,1.5,4.1,0.7,5.3,5.3,10.6,.502,3.8,5.0,.758,101,94,32.8,1.5,,15.0,Evan Turner,7.86,1.6,Ohio State,3.5,6.8,2011
5.1,10.1,.505,0.2,.269,0.7,2.7,3.7,6.2,5.3,10.8,.490,3.1,4.5,.685,36,36,35.1,3.6,,13.9,Ekpe Udoh,,0.8,Baylor,2.4,9.8,2011
3.4,6.8,.508,1.2,.349,3.5,3.0,0.7,3.8,4.7,10.3,.454,3.3,4.2,.782,141,140,32.3,1.2,,13.8,Ben Uzoh,2.63,1.1,Tulsa,2.4,5.0,2011
3.8,7.9,.487,1.7,.329,5.1,5.7,0.3,3.8,5.5,13.0,.425,3.2,3.9,.828,136,123,33.6,1.0,,16.0,Greivis Vasquez,7.95,1.4,Maryland,3.3,4.8,2011
4.5,8.8,.509,1.0,.325,3.1,6.5,0.5,3.5,5.5,11.8,.461,4.7,6.3,.754,37,37,34.8,0.8,,16.6,John Wall,6.82,1.8,Kentucky,4.0,4.3,2011
3.2,5.8,.550,1.7,.350,4.9,3.5,0.1,2.1,4.9,10.6,.459,3.8,4.8,.788,57,53,31.7,0.6,,15.2,Willie Warren,7.33,1.1,Oklahoma,2.8,2.6,2011
4.8,9.2,.522,0.1,.600,0.1,0.3,5.4,6.2,4.9,9.4,.524,3.2,5.5,.588,34,23,26.1,2.7,,13.1,Hassan Whiteside,1.57,0.6,Marshall,1.9,8.9,2011
2.0,3.9,.501,0.9,.308,3.0,3.6,0.3,3.0,2.9,6.9,.418,1.8,2.8,.648,150,133,29.8,1.0,,8.5,Antonio Anderson,4.63,1.4,Memphis,1.6,4.0,2010
5.5,9.6,.568,0.0,,0.0,1.1,1.0,6.0,5.5,9.6,.568,2.7,4.3,.614,72,71,26.6,4.7,,13.6,DeJuan Blair,8.22,1.6,Pitt,1.6,10.7,2010
5.5,10.3,.534,0.0,.000,0.0,1.0,0.1,6.1,5.5,10.3,.534,2.8,4.6,.612,131,129,28.7,3.7,,13.8,Jon Brockman,7.16,0.8,Washington,2.1,9.8,2010
3.2,5.3,.610,0.5,.415,1.2,1.5,0.8,3.7,3.7,6.5,.573,2.4,3.3,.718,106,72,25.0,1.9,,10.3,Derrick Brown,4.50,0.7,Xavier,1.6,5.6,2010
4.1,7.8,.524,1.9,.383,5.0,2.8,0.4,4.4,6.0,12.8,.469,3.1,4.0,.782,100,100,35.4,1.4,,17.0,Chase Budinger,9.93,1.3,Arizona,2.1,5.8,2010
5.6,9.7,.570,0.3,.311,0.9,1.8,0.7,4.3,5.8,10.6,.549,3.0,4.8,.624,70,68,26.8,2.6,,14.9,DeMarre Carroll,,1.4,Missouri,1.5,6.9,2010
3.5,6.8,.512,0.5,.298,1.8,1.7,1.2,4.9,4.0,8.6,.467,2.0,3.2,.640,104,63,26.7,2.1,,10.6,Earl Clark,8.03,0.9,Louisville,2.1,7.0,2010
