2P,2PA,2PP,3P,3P%,3PA,AST,BLK,DRB,FG,FGA,FGP,FT,FTA,FTP,G,GS,MP,ORB,PTS,Player,SOS,STL,School,TOV,TRB,year,Position,eFGP,PER,WS
3.2,6.1,0.53,0.5,0.485,1.1,0.6,1.4,6.6,3.8,7.2,0.523,3.2,4.5,0.716,30,29,26.5,2.4,11.3,Noah Vonleh,6.64,0.9,Indiana,2.1,9,2015,Forward,56,22.2,3.6
3.4,5.9,0.585,0.5,0.338,1.4,1.7,0.5,3.2,3.9,7.3,0.538,2.5,3.5,0.716,104,75,24.6,2,10.7,Victor Oladipo,7.94,1.5,Indiana,2,5.2,2014,Guard,57,24.1,12.7
1,2.5,0.409,0.9,0.401,2.4,5,0,1.7,2,4.8,0.405,0.8,1.1,0.716,96,85,28.7,0.6,5.7,Carldell Johnson,3.99,2.3,Alabama-Birmingham,1.6,2.3,2012,Guard,50.3,7.1,7.1
3,5.9,0.505,0.4,0.277,1.3,3.8,0.8,3.4,3.3,7.2,0.464,2.6,3.6,0.716,121,103,29.8,1.3,9.6,Kyle Weaver,6.88,1.6,Washington State,2.6,4.7,2009,Guard,48.9,15.9,15.9
3.7,6.4,0.574,0.5,0.45,1.1,1.8,1.1,2.8,4.2,7.5,0.556,2.5,3.4,0.717,37,21,28.4,2.2,11.3,Zhaire Smith,9.6,1.1,Texas Tech,1.1,5,2019,Guard,58.8,23,5.6
3.1,6,0.519,0,0.333,0,0.8,0.7,3,3.1,6,0.517,3,4.2,0.717,134,55,20.8,1.7,9.2,Cameron Bairstow,4.93,0.5,New Mexico,1.2,4.8,2015,Forward,51.9,21.5,13
4.3,9,0.478,1.3,0.347,3.6,3.5,0.5,3.3,5.6,12.7,0.44,2.8,4,0.717,130,130,30.9,1.3,15.3,Jerel McNeal,7.77,2.2,Marquette,3.4,4.7,2015,Guard,49,16.7,16.7
2.6,4.8,0.533,0.8,0.278,2.7,2,0.2,2.2,3.3,7.5,0.441,2.3,3.2,0.717,94,65,26.7,0.8,9.7,Malcolm Lee,7.66,0.8,UCLA,1.7,3,2012,Guard,49.2,16.80326241,6.8
4,6.4,0.63,0.4,0.373,1.1,1.2,1.2,4.1,4.4,7.5,0.592,3,4.1,0.718,69,69,25.3,2.1,12.2,Thomas Bryant,7.53,0.6,Indiana,2,6.2,2018,Center,61.9,23.9,8.2
3.3,6.8,0.484,1.2,0.344,3.4,3.8,0.6,3.4,4.4,10.2,0.438,3.2,4.5,0.718,121,98,30.4,0.7,13.3,Milton Doyle,0.36,1.2,Loyola (IL),3.1,4.1,2018,Guard,49.5,18.3,10.4
2.1,4.3,0.497,0.9,0.358,2.6,0.8,0.4,3.8,3.1,6.9,0.444,2.2,3.1,0.718,36,27,21,1.1,9.3,Kelly Oubre,12.13,1.1,Kansas,1.2,5,2016,Guard,51.2,21.1,3.4
3.3,6.8,0.495,0.9,0.285,3.1,3.4,0.3,3,4.2,9.8,0.43,3.5,4.9,0.718,116,104,30.7,0.6,12.8,Will Cherry,-3.1,2.3,Montana,2.4,3.6,2015,Guard,47.4,20.9,14.2
4.8,9.4,0.512,0.7,0.352,2,4.5,0.2,3.687894073,4.6,9.4,0.486,3,4.2,0.718,124,92,28.8,1.52295082,12.8,Tim Hardaway,2.63,2.1,UTEP,2,2.6,2014,(Tim; The Bug),52.17060976,0,0
3.2,5.3,0.61,0.5,0.415,1.2,1.5,0.8,3.7,3.7,6.5,0.573,2.4,3.3,0.718,106,72,25,1.9,10.3,Derrick Brown,4.5,0.7,Xavier,1.6,5.6,2010,Forward,61.2,15.3,15.3
2.9,5.1,0.578,1.3,0.406,3.2,2.5,0.3,3.5,4.2,8.2,0.511,1.5,2.1,0.719,102,95,27.2,1.1,11.2,Khyri Thomas,7.83,1.4,Creighton,1.6,4.6,2019,Guard,58.9,19.6,11.1
3.2,5.4,0.592,1.4,0.389,3.6,1.8,0.3,3.8,4.6,9.1,0.511,2.5,3.4,0.72,146,77,28,1.7,13.2,Josh Hart,8.51,1.1,Villanova,1.3,5.6,2018,Guard,58.9,23.7,22.9
2,5.1,0.388,2.1,0.353,6.1,2.1,0.3,3.8,4.1,11.1,0.369,3.1,4.2,0.72,37,37,34.4,0.5,13.4,Malachi Richardson,9.75,1.1,Syracuse,2.1,4.3,2017,Guard,46.5,13.8,3.3
6.3,10.8,0.586,0.2,0.377,0.6,0.7,2,5,6.6,11.4,0.575,3.7,5.1,0.72,123,118,29.9,2.2,17.1,Andrew Nicholson,1.35,0.5,St. Bonaventure,2.4,7.2,2013,Forward,58.5,16.80326241,18.5
2.2,4.5,0.493,0.1,0.22,0.5,1,0.8,3,2.3,4.9,0.468,1.9,2.6,0.721,129,78,22.3,1.7,6.6,Taylor Griffin,7.19,0.9,Oklahoma,1.4,4.8,2010,Forward,47.8,10.7,10.7
2.2,4.6,0.466,0.5,0.344,1.5,3.4,0.2,3,2.7,6.1,0.437,2.3,3.2,0.722,134,68,23.5,0.9,8.1,Brad Wanamaker,7.92,1,Pitt,1.9,3.9,2019,Guard,47.8,16.80326241,13.3
5.3,10,0.534,0,1,0,1,1.1,7.6,5.3,10,0.535,2.7,3.7,0.722,61,53,29.6,3.2,13.4,Drew Gordon,5.647638522,0.9,New Mexico,2.3,10.8,2015,Forward,54.3,16.80326241,11.5
3.5,7.3,0.484,0.2,0.289,0.8,1.8,0.9,4.6,3.8,8.2,0.464,3,4.1,0.722,136,105,26.2,1.7,10.8,Dwight Powell,6.38,0.9,Stanford,2.1,6.3,2015,Forward,47.9,19.4,13
3.2,6.7,0.476,2.1,0.403,5.2,2.5,0.2,2.5,5.3,12,0.444,3,4.1,0.722,105,90,30.8,0.5,15.7,Darius Johnson-Odom,8.08,0.9,Marquette,2.1,3.1,2013,Guard,53.2,19,11.9
2.7,6.1,0.447,1.6,0.365,4.4,4.7,0.1,2.6,4.3,10.5,0.413,2.7,3.7,0.722,99,91,29.4,0.8,13,A.J. Price,7.14,1.1,UConn,2.4,3.4,2010,Guard,48.9,10.3,10.3
4.5,8.4,0.53,1.1,0.272,3.9,2.3,0.8,4,5.5,12.3,0.448,4.4,6.1,0.722,32,32,34.1,1.4,16.5,Romeo Langford,10.1,0.8,Indiana,2.1,5.4,2020,Guard,49.1,19.9,4
2.1,4.3,0.483,1.1,0.369,3.1,2.9,0.3,2.8,3.2,7.4,0.435,1.9,2.6,0.723,149,106,24.3,1.2,9.5,Lamar Patterson,6.86,1,Pitt,1.6,3.9,2016,Guard,51.3,20.4,15.5
4.4,7.9,0.55,0.6,0.356,1.6,1.3,0.5,5.3,4.9,9.5,0.517,3.3,4.6,0.723,135,133,28,2,13.8,Elias Harris,3.82,0.9,Gonzaga,1.8,7.3,2014,Forward,54.7,24.3,20.1
3.4,6.5,0.521,0.8,0.368,2.2,1.1,0.7,3.2,4.2,8.7,0.482,2,2.7,0.723,123,68,22.8,1.3,11.2,Jon Leuer,8.06,0.4,Wisconsin,1.2,4.5,2012,Forward,52.9,16.80326241,14.5
4.1,7.7,0.541,0.8,0.316,2.4,1.1,0.7,4.6,4.9,10,0.488,3,4.1,0.724,128,125,30.7,1.9,13.5,Jaron Blossomgame,7.5,0.6,Clemson,1.5,6.5,2019,Forward,52.5,21.6,16
2.2,5.1,0.439,1.5,0.325,4.7,2.2,0.5,3,3.8,9.8,0.384,2.9,4,0.724,138,87,26.6,0.8,12,Brandon Paul,9.69,1.1,Illinois,2.3,3.8,2018,Guard,46.2,18.2,11.2
3.6,6.7,0.544,1,0.349,2.8,1.5,0.7,3,4.6,9.5,0.487,2.5,3.5,0.724,128,105,27,1.8,12.7,Jawad Williams,10.88,0.7,UNC,1.6,4.8,2009,Forward,53.8,12.5,12.5
3,5.8,0.526,0.5,0.374,1.3,0.3,1.2,3.3,3.5,7,0.498,2.8,3.9,0.724,71,0,18.3,2,10.3,Mfiondu Kabengele,9.38,0.5,Florida State,1.2,5.3,2020,Forward,53.2,26.3,7
2.3,4.8,0.482,0.7,0.4,1.8,3.3,0.7,3.3,3,6.6,0.459,2.3,3.1,0.725,68,61,27.5,0.3,9.1,Kadeem Allen,7.43,1.3,Arizona,2,3.6,2018,Guard,51.4,16.5,6.7
2.8,4.9,0.577,0,0.167,0,0.7,0.5,2.2,2.8,4.9,0.573,1.8,2.5,0.725,151,45,16.2,1.5,7.4,Isaiah Hicks,10.66,0.3,UNC,1.1,3.6,2018,Forward,57.4,20,10.4
2.4,5.8,0.409,2.5,0.322,7.8,2.5,0.2,3.7,4.9,13.6,0.359,2.7,3.8,0.725,64,63,34.4,1.3,15,Oliver Lafayette,2.54,2.9,Houston,2,5.1,2010,Guard,45.1,6.5,6.5
4.4,7.6,0.579,0.7,0.372,1.8,1.7,0.4,2.4,5.1,9.4,0.54,3.3,4.6,0.725,109,100,26.1,1.2,14.2,Chris Douglas-Roberts,4.64,1,Memphis,2,3.7,2009,(CDR),57.5,17.4,17.4
4.2,7.5,0.56,0.7,0.336,2.1,4.8,1.1,4,4.9,9.6,0.511,2.5,3.5,0.725,70,68,35.1,1.4,13.1,Cody Martin,5.647638522,1.5,Nevada,2,5.4,2020,Forward,52.9,18.7,13.2
2.1,4.3,0.494,1.4,0.333,4.2,1.9,0.7,3.4,3.5,8.5,0.414,1.2,1.6,0.726,114,113,30.2,1.4,9.6,Donte Grantham,8.32,0.9,Clemson,1.5,4.8,2019,Forward,49.6,15.4,9.4
4,8.3,0.479,0.8,0.329,2.5,3.1,0.1,3.687894073,4.8,10.9,0.444,2.2,3,0.726,111,69.2525,25.8,1.52295082,12.7,Mike James,5.13,1.8,Duquesne,1.883665835,3,2018,Guard,48.3,16.80326241,10.29525547
2.8,4.9,0.567,0,1,0,0.6,2.7,3.8,2.8,4.9,0.568,2.4,3.3,0.726,117,76,19.8,1.6,8,Jeff Withey,8.34,0.5,Kansas,1.2,5.4,2014,Center,56.9,26,13
5.2,10.9,0.48,0.7,0.292,2.5,1.6,1,6,6,13.4,0.445,3.4,4.7,0.726,96,95,31.8,1.7,16,Craig Brackins,7.34,0.5,Iowa State,2,7.7,2011,Forward,47.2,10.5,10.5
2.4,4.6,0.528,0.8,0.307,2.5,3.7,0.5,2.5,3.2,7.1,0.45,1.3,1.8,0.726,35,35,27.1,1.3,8.5,Jrue Holiday,7.18,1.6,UCLA,2.1,3.8,2010,Guard,50.4,3.3,3.3
2,4.4,0.444,1.7,0.394,4.3,1.4,0.2,2.4,3.7,8.7,0.42,2.1,2.9,0.727,141,106,24.2,0.7,11.1,Kim English,6.32,1.1,Missouri,1.7,3,2013,Guard,51.7,16.80326241,11.7
2.2,4.2,0.522,1.4,0.353,4.1,1.3,0.6,3.1,3.6,8.3,0.439,2.5,3.4,0.727,101,98,27.6,1.3,11.2,DaJuan Summers,8.56,1,Georgetown,2.2,4.4,2010,Forward,52.6,10.9,10.9
3.7,8,0.47,1.1,0.311,3.6,2.3,0.3,3,4.9,11.6,0.42,2.4,3.3,0.728,124,115,30.1,1.4,13.3,Anthony Davis,-1.59,1.6,Austin Peay,2,4.4,2013,Guard,46.9,9.3,9.3
2.8,5.5,0.505,1.3,0.365,3.5,2.2,0.6,3.2,4,9,0.45,2.4,3.3,0.729,60,57,29.3,1.7,11.8,Rawle Alkins,7.24,1,Arizona,2.1,4.9,2019,Guard,52.1,18,6.3
4.9,8.2,0.602,0,0,0,0.4,1.2,4.2,4.9,8.2,0.601,3.6,4.9,0.729,64,34,20.7,2.8,13.4,John Collins,10.16,0.5,Wake Forest,1.4,7,2018,Forward,60.1,31.2,7.1
5.1,8,0.638,0.1,0.357,0.2,1.3,0.6,6.8,5.2,8.2,0.632,3.1,4.2,0.729,74,32,26.6,2.6,13.5,Domantas Sabonis,4.67,0.5,Gonzaga,2,9.4,2017,Forward,63.6,27.4,12.3
3.2,7.1,0.447,0.8,0.297,2.6,4.8,0.2,2.5,3.9,9.7,0.407,2,2.7,0.729,128,99,30.9,0.3,10.7,Diante Garrett,6.64,1.2,Iowa State,2.8,2.8,2013,Guard,44.7,16.80326241,7.8
3,5.2,0.585,0,0.083,0.2,0.7,1.1,3.4,3,5.4,0.567,1.6,2.2,0.729,65,30,19.8,1.3,7.7,Meyers Leonard,9.55,0.3,Illinois,1.4,4.7,2013,Center,56.9,20.3,4.8
3.8,8.1,0.473,1.7,0.38,4.6,2.9,0.4,3.3,5.6,12.7,0.44,2.4,3.3,0.729,140,135,32.3,1.1,15.3,E'Twaun Moore,7.64,1.2,Purdue,2.1,4.4,2012,Guard,50.8,16.80326241,19.3
5.1,10.3,0.496,0.9,0.357,2.5,1.4,1.3,5.8,6,12.8,0.469,2.8,3.8,0.729,89,81,29.5,2,15.7,Trey Thompkins,6.56,1,Georgia,2.6,7.8,2012,Forward,50.4,16.80326241,10.2
3.5,6.1,0.574,0,0.33221216,0,0.6,2.3,5.5,3.5,6.1,0.574,2.3,3.2,0.729,111,71,21,2.3,9.4,Cole Aldrich,8.12,0.5,Kansas,1.2,7.7,2011,Center,57.4,16.5,16.5
2.9,6,0.483,0.6,0.285,2.2,3.8,0.4,3,3.5,8.2,0.429,3.7,5.1,0.73,58,49,26.6,0.5,11.4,Edmond Sumner,9.81,1.2,Xavier,2.2,3.5,2018,Guard,46.8,18.2,5.5
2.1,4.6,0.463,2,0.382,5.2,2.8,0.4,4.4,4.1,9.7,0.42,2.8,3.9,0.73,70,67,34.1,1.2,13,Patrick Beverley,7.74,1.5,Arkansas,2,5.5,2013,Guard,52.1,8.2,8.2
1.4,2.4,0.56,1.5,0.389,3.9,1.7,0.2,2.2,2.9,6.3,0.454,1.4,2,0.73,138,111,23.7,0.9,8.7,Jerry Smith,8.02,1.3,Louisville,1.4,3.1,2012,Guard,57.4,14.5,14.5
2.1,4.3,0.478,1.4,0.401,3.6,0.7,0.3,3.9,3.5,7.9,0.444,1.8,2.4,0.731,127,89,22.6,1.4,10.2,George King,7.36,0.4,Colorado,1.5,5.4,2019,Guard,53.4,17.4,8.9
2.5,5.1,0.493,2.1,0.416,5,1.8,0.1,2.8,4.6,10,0.455,2.9,3.9,0.732,75,74,30,1.1,14.1,Tyler Dorsey,8.51,0.8,Oregon,1.7,3.9,2018,Guard,55.8,18.8,9.2
2.9,6.3,0.464,0.8,0.336,2.5,2.7,0.1,2.7,3.8,8.8,0.428,2.7,3.6,0.732,138,103,28,0.5,11,Donald Sloan,7.13,0.6,Texas A&M,1.9,3.3,2012,Guard,47.5,11,11
7.5,11.9,0.635,0.3,0.343,1,1.6,1.9,8.2,7.9,12.9,0.612,4,5.5,0.733,35,35,33.5,3.4,20.1,Deandre Ayton,6.84,0.6,Arizona,2,11.6,2019,Forward,62.5,32.6,7.6
1.4,2.8,0.483,0.3,0.25,1.2,1.1,0.9,3.7,1.6,4,0.415,1.1,1.5,0.733,31,11,21.7,1.2,4.6,Jonah Bolden,9.69,0.7,UCLA,0.8,4.8,2019,Forward,45.1,12.4,1.4
4.8,9.3,0.51,1.3,0.312,4.1,1.6,0.1,3.8,6.1,13.5,0.449,3.1,4.2,0.733,69,67,28.8,1.2,16.5,Dwayne Bacon,8.52,1,Florida State,2.1,5,2018,Guard,49.7,19.9,6.7
0.6,0.9,0.618,0,0.33221216,0,0.1,0.3,3.687894073,0.6,0.9,0.618,0.3,0.4,0.733,37,69.2525,27.27375,1.52295082,1.4,Troy Williams,-2.12,0.2,Centenary (LA),1.883665835,1.9,2017,Forward,61.8,0.1,0.1
3,6.2,0.486,1.1,0.347,3.1,2.3,0.8,3.5,4.1,9.4,0.439,3,4.1,0.733,134,103,30.5,0.8,12.4,Markel Brown,7.74,1,Oklahoma State,1.8,4.3,2015,Guard,49.7,18.4,14.3
4.6,8.4,0.546,1.1,0.299,3.6,2.9,0.6,4.8,5.7,12,0.471,2.7,3.7,0.733,70,59,32.9,1.7,15.2,Will Barton,4.2,1.5,Memphis,2.3,6.5,2013,Guard,51.7,22.1,10.1
5.8,10.8,0.541,0.3,0.365,0.7,1.2,0.8,6.4,6.1,11.5,0.53,4.9,6.7,0.733,74,72,31,3.3,17.3,Jared Sullinger,8.73,1.1,Ohio State,1.8,9.7,2013,Forward,54.1,30.3,16.2
3.5,6.3,0.547,0.9,0.333,2.8,3.5,0.6,3.4,4.4,9.1,0.481,3.2,4.3,0.733,115,87,29.2,0.9,12.9,Jeremy Lin,-4.84,2,Harvard,2.9,4.3,2011,Guard,53.2,11.5,11.5
3,6.6,0.458,1.9,0.435,4.3,2,0.8,4,4.9,10.9,0.449,1.8,2.5,0.733,109,101,31.3,1.5,13.6,Brandon Rush,7.56,0.7,Kansas,2.1,5.5,2009,Guard,53.5,14.9,14.9
1.8,3.5,0.504,0.4,0.257,1.5,3.4,0.3,3.2,2.1,5,0.431,1.6,2.2,0.734,122,58,21.7,1.2,6.3,Theo Pinson,11.5,0.8,UNC,1.5,4.4,2019,Forward,46.9,16.2,8.8
2.8,6,0.459,1.3,0.359,3.7,2.8,0.6,3.1,4.1,9.7,0.421,2.8,3.9,0.734,108,101,30.9,0.6,12.3,Nick Johnson,7.04,1.3,Arizona,1.8,3.7,2015,Guard,49,18.1,13.5
4.3,9.1,0.469,1.5,0.349,4.4,1.3,0.4,3.5,5.8,13.6,0.43,3.1,4.3,0.734,75,73,29.3,2,16.3,Harrison Barnes,8.61,0.9,UNC,1.9,5.5,2013,Forward,48.7,20.3,9.3
4,8.4,0.476,1.5,0.372,4,1.9,0.2,3.3,5.5,12.5,0.443,3.3,4.4,0.734,128,109,29,0.8,15.8,Kevin Murphy,-4.01,0.8,Tennessee Tech,3,4.2,2013,Guard,50.3,16.80326241,10.3
6.1,10.1,0.604,0.2,0.329,0.8,1.5,1.6,5.3,6.4,10.9,0.585,3.2,4.3,0.734,97,97,34,2.9,16.1,Patrick Patterson,6.24,0.7,Kentucky,1.6,8.2,2011,Forward,59.7,17.7,17.7
3.8,7.3,0.527,1.4,0.348,3.9,1,0.5,5.8,5.2,11.3,0.464,3.1,4.3,0.735,99,98,29.1,1.4,14.9,Erik McCree,5.647638522,0.6,Louisiana Tech,2.2,7.3,2018,Forward,51.9,18.9,11.2
3.1,5.9,0.536,0.1,0.138,0.8,1.1,0.4,3.4,3.3,6.7,0.488,2.1,2.8,0.735,36,21,23,1.8,8.7,Trey Lyles,8.67,0.5,Kentucky,1.1,5.2,2016,Forward,49.6,19.8,4.4
3,5.9,0.505,0,0.25,0,0.7,1.4,3.2,3,6,0.504,3.3,4.5,0.735,136,111,21.7,1.8,9.3,Robert Sacre,3.36,0.5,Gonzaga,1.6,5,2013,Center,50.4,16.80326241,13
3.4,8.1,0.423,1.2,0.318,3.8,2.9,0.5,2.8,4.6,11.9,0.39,4,5.4,0.735,113,106,30.4,1.1,14.4,Jerome Dyson,7.64,1.7,UConn,2.8,3.9,2012,Guard,44,11.6,11.6
2.8,5.6,0.504,0,0,0,0.5,1.5,4.2,2.8,5.6,0.503,2.2,3,0.735,62,32,22.4,2.1,7.9,Marcus Cousin,5.647638522,0.4,Houston,0.8,6.3,2011,Center,48.3,9,9
3.5,6.9,0.51,1.6,0.347,4.7,1.3,0.1,3.2,5.2,11.7,0.444,2.8,3.8,0.736,64,54,31.8,0.9,14.8,Antonio Blakeney,7.85,0.7,LSU,1.4,4.1,2018,Guard,51.4,16.5,4.8
5.5,10.5,0.521,0.5,0.246,1.9,4.6,0.2,3.4,5.9,12.4,0.479,4.3,5.9,0.736,36,34,29.6,0.6,16.7,De'Aaron Fox,10.49,1.5,Kentucky,2.4,4,2018,Guard,49.8,22.7,5.1
1.6,3.3,0.485,0.5,0.343,1.4,1.5,0.5,2.3,2,4.6,0.443,0.7,1,0.736,123,56,19.6,1.3,5.3,Justin Holiday,7.86,0.8,Washington,1,3.6,2013,Forward,49.4,16.80326241,8.2
4.5,9.1,0.498,2,0.411,4.8,2.7,0.6,4.1,6.5,13.9,0.468,4.7,6.3,0.736,93,92,33,1.7,19.6,Orlando Johnson,5.647638522,1,UCSB,2.6,5.8,2013,Guard,52.6,16.80326241,15.8
3.9,7.6,0.51,0.1,0.114,1,2.6,0.7,5.2,4,8.6,0.463,3.1,4.2,0.736,69,65,32.1,2.8,11.2,Devin Ebanks,9.3,0.9,West Virginia,2.1,7.9,2011,Forward,47,9.8,9.8
5.5,10.3,0.54,0.3,0.365,0.9,1.3,1.5,4.7,5.9,11.2,0.526,2.9,3.9,0.737,70,70,28.5,3.1,15,Bobby Portis,6.18,1.1,Arkansas,1.4,7.9,2016,Forward,54,26.7,10.5
0.8,2,0.407,0.6,0.34,1.6,0.6,0.1,1.2,1.4,3.7,0.377,0.5,0.7,0.737,29,10,13.5,0.6,3.8,Joe Young,-1.8,0.6,Canisius,0.7,1.8,2016,Guard,45.3,0.2,0.2
2.5,5.5,0.461,0.7,0.34,1.9,3.3,0.1,3.1,3.2,7.4,0.43,2.5,3.4,0.737,129,79,26.6,0.7,9.6,Jorge Gutierrez,7.29,1.1,California,2.1,3.8,2014,Guard,47.4,16.80326241,10.6
2.2,4.5,0.482,0.7,0.291,2.4,4.7,0.1,2.1,2.9,6.9,0.417,2,2.8,0.737,144,113,26.2,0.3,8.4,Peyton Siva,8.58,1.8,Louisville,2.7,2.4,2014,Guard,46.7,15.9,12.9
4.5,8.9,0.512,1.7,0.323,5.2,3.5,0.4,3.9,6.2,14.1,0.442,4.8,6.5,0.737,95,94,36.5,1.5,18.9,Dominique Jones,7.32,1.5,South Florida,2.6,5.4,2011,Guard,50.2,14.5,14.5
3,6.7,0.45,1.2,0.305,4,4.2,0.2,3.4,4.2,10.6,0.396,3.1,4.1,0.738,92,91,31.3,1.1,12.7,Iman Shumpert,7.34,2.3,Georgia Tech,3,4.5,2012,Guard,45.3,16.80326241,9.7
3.8,8,0.472,0.8,0.301,2.7,1.6,0.3,3.6,4.6,10.7,0.428,3.5,4.7,0.739,60,48,27.2,1.7,13.5,DeVaughn Akoon-Purcell,2.73,1,Illinois State,2.3,5.3,2019,Guard,46.7,19.7,5.7
2,3.3,0.589,0.7,0.331,2.1,2.7,0.3,2.3,2.6,5.4,0.489,0.9,1.2,0.739,113,73,31.2,0.8,6.9,Justin Hamilton,8.03,1.5,Florida,1.5,2.6,2014,Guard,55.3,9.6,9.6
3.8,7,0.543,1.4,0.333,4.2,1.5,0.7,2.7,5.2,11.2,0.464,2.6,3.6,0.739,113,56,25.3,1.6,14.4,MarShon Brooks,7.44,1.1,Providence,1.8,4.3,2012,Guard,52.6,16.80326241,11
1.5,2.8,0.553,1.4,0.37,3.7,0.6,0.8,2.5,2.9,6.5,0.449,0.7,0.9,0.74,112,13,18.7,0.8,7.9,James Southerland,8.15,0.9,Syracuse,0.6,3.3,2014,Forward,55.5,22,10.5
3.1,6.6,0.466,0.9,0.342,2.7,6.7,0.1,3.1,4,9.3,0.429,3.3,4.4,0.74,132,125,31.4,0.8,12.2,Scott Machado,-2.07,1.4,Iona,3.3,3.9,2013,Guard,47.9,16.80326241,15.4
3.8,5.3,0.728,0,0.33221216,0,0.3,2.2,3.3,3.8,5.3,0.728,2.3,3.1,0.74,32,21,23.3,1.8,10,Jaxson Hayes,11.46,0.6,Texas,0.9,5,2020,Forward,72.8,27,4.3
1.9,3.9,0.477,0.8,0.375,2.3,1.8,0.6,3.6,2.7,6.2,0.44,2.1,2.8,0.741,113,68,25.1,0.6,8.4,Jerome Robinson,3.22,0.8,Bradley,1.5,3.2,2019,Guard,50.9,10,10
3.4,7.4,0.464,0.6,0.305,2.1,5.8,0.5,3.5,4.1,9.5,0.429,2.8,3.8,0.741,101,95,32.6,0.7,11.6,Lorenzo Brown,6.92,1.7,NC State,3,4.2,2014,Guard,46.3,18.6,9.6
3.4,7.2,0.478,1.1,0.371,3.1,1.7,0.4,4.5,4.6,10.3,0.446,3.5,4.7,0.742,38,37,28.4,2,13.8,Stanley Johnson,7.41,1.5,Arizona,2.2,6.5,2016,Forward,50.1,22.5,5.7
2.9,5.5,0.535,0.8,0.343,2.3,5.8,0.1,3.1,3.7,7.8,0.477,1.2,1.6,0.742,76,76,31.4,0.6,9.4,T.J. McConnell,5.647638522,1.9,Arizona,1.9,3.7,2016,Guard,55.1,20.3,20.2
3.2,4.8,0.672,0.3,0.476,0.5,0.4,1.8,4.2,3.5,5.3,0.652,2.8,3.8,0.743,39,0,17.3,1.7,10,Zach Collins,4.13,0.5,Gonzaga,1.5,5.9,2018,Forward,67.6,31,5
4.9,9.6,0.512,0.1,0.25,0.4,0.7,1.9,4.1,5,10.1,0.501,3.5,4.7,0.743,140,119,27.5,2,13.7,JaJuan Johnson,7.64,0.7,Purdue,1.3,6.1,2012,Forward,50.6,16.80326241,21.8
4.4,9,0.492,0.2,0.333,0.6,2.1,0.7,3.4,4.6,9.6,0.482,2.7,3.7,0.743,90,68,26.1,2.7,12.2,Travis Leslie,6.56,1.1,Georgia,2,6.1,2012,Guard,49.2,16.80326241,9.6
4.8,9.7,0.497,0.6,0.25,2.3,2.2,0.6,6.9,5.4,12,0.449,2.8,3.7,0.744,70,69,31.9,3.3,14.1,Kawhi Leonard,5.29,1.4,San Diego State,2.2,10.2,2012,Forward,47.3,25,11.8
1.7,2.9,0.566,1,0.324,3.1,1,0.2,1.8,2.7,6,0.442,1.6,2.2,0.745,85,40,20.2,0.5,7.9,Brandon Sampson,7.91,0.6,LSU,1.3,2.3,2019,Guard,52.5,14.3,3.2
2.4,4.4,0.547,1,0.321,3.1,1.1,0.6,3.3,3.4,7.6,0.454,1.7,2.2,0.745,67,35,24.1,0.7,9.5,Abdel Nader,5.647638522,0.7,Iowa State,1.7,4,2018,Forward,44.8,13.4,3.7
2.7,5.1,0.528,0.8,0.375,2.2,2.2,0.4,3.8,3.5,7.3,0.481,2.5,3.3,0.745,139,129,29,1.8,10.3,Solomon Hill,7.05,0.9,Arizona,2.1,5.6,2014,Forward,53.8,17.9,15
3.3,7.2,0.458,0.7,0.325,2.3,1.5,0.7,2.8,4.1,9.5,0.426,1.9,2.5,0.745,55,44,27.5,1.3,10.7,Adonis Thomas,3.98,0.6,Memphis,1.5,4,2014,Forward,46.6,15.7,4.6
3.7,6.9,0.535,0.3,0.255,1.3,1.9,0.9,4.9,4,8.2,0.491,3.6,4.8,0.745,40,39,31.1,2.6,11.9,Michael Kidd-Gilchrist,7.93,1,Kentucky,2.2,7.4,2013,Forward,51.1,21.2,6
3.5,6.6,0.535,0,0,0,0.4,2.1,3.3,3.5,6.6,0.534,2.1,2.9,0.745,77,68,22,2.1,9.1,Solomon Alabi,7.34,0.5,Florida State,1.7,5.4,2011,Center,53.4,8.3,8.3
3.4,7.2,0.471,1.7,0.367,4.7,3.1,0.2,2.6,5.1,11.9,0.43,2.7,3.6,0.745,122,118,34,0.7,14.6,Zabian Dowdell,5.77,2,Virginia Tech,2.2,3.2,2011,Guard,50.2,13.9,13.9
1.4,3,0.455,1.7,0.409,4.3,1.5,0.2,1.8,3.1,7.3,0.428,0.7,1,0.746,136,70,22.6,0.7,8.7,Sviatoslav Mykhailiuk,11.86,0.7,Kansas,1.1,2.5,2019,Guard,54.8,14.9,9.6
2.8,5.2,0.533,0.8,0.314,2.5,1.5,0.4,2.6,3.6,7.7,0.461,1.8,2.5,0.746,141,83,25.2,0.4,9.8,Norman Powell,7.25,1.1,UCLA,1.3,3,2016,Guard,51.2,16.4,11
2.7,5.8,0.472,0.9,0.358,2.6,2.4,0.5,4.4,3.7,8.4,0.436,3.3,4.5,0.746,129,125,30.4,1.7,11.7,D.J. Kennedy,8.21,1.4,St. John's (NY),2.1,6.1,2012,Guard,49.2,16.80326241,14.6
3.8,6.9,0.551,0.4,0.303,1.4,1.1,1.1,5.5,4.2,8.3,0.509,2.2,2.9,0.746,87,67,27.7,2.4,11.1,Nikola Vucevic,7.86,0.5,USC,1.5,8,2012,Forward,53.5,16.80326241,12
