Player,School,G,GS,MP,FG,FGA,FGP,2P,2PA,2PP,3P,3PA,3P%,FT,FTA,FTP,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,SOS,year
Elliot Williams,Memphis,34,34,33.3,5.2,11.4,0.459,3.5,6.6,0.527,1.8,4.8,0.366,5.7,7.5,0.758,0.7,3.2,4,3.8,1.3,0.1,2.9,2,17.9,,2012
JamesOn Curry,Oklahoma State,101,83,32,4.7,10.7,0.437,2.7,5.9,0.464,2,4.8,0.404,2.2,2.9,0.758,0.5,2.4,2.9,3.5,1,0.2,2.8,2,13.5,7.56,2010
Toney Douglas,Florida State,99,95,33.8,5.7,12.6,0.448,3.9,7.9,0.491,1.8,4.8,0.376,3.6,4.5,0.806,0.8,2.5,3.3,2.9,1.9,0.3,2.6,2.2,16.7,,2010
Jerryd Bayless,Arizona,30,30,35.7,5.8,12.6,0.458,3.8,7.8,0.489,2,4.8,0.407,6.2,7.4,0.839,0.4,2.3,2.7,4,1,0.1,3,2.2,19.7,10.22,2009
Courtney Lee,Western Kentucky,127,127,31.2,6.3,13.6,0.464,4.4,8.8,0.498,1.9,4.8,0.401,3.1,3.7,0.817,1.7,3.5,5.2,2.2,1.9,0.6,2.5,2.5,17.6,-1.08,2009
Jevon Carter,West Virginia,144,112,29.9,4.1,10,0.407,2.4,5.3,0.453,1.7,4.7,0.355,2.4,3,0.798,0.9,2.8,3.7,3.9,2.3,0.2,1.8,2.5,12.2,9.53,2019
Antonio Blakeney,LSU,64,54,31.8,5.2,11.7,0.444,3.5,6.9,0.51,1.6,4.7,0.347,2.8,3.8,0.736,0.9,3.2,4.1,1.3,0.7,0.1,1.4,1.5,14.8,7.85,2018
Brandon Paul,Illinois,138,87,26.6,3.8,9.8,0.384,2.2,5.1,0.439,1.5,4.7,0.325,2.9,4,0.724,0.8,3,3.8,2.2,1.1,0.5,2.3,2.1,12,9.69,2018
Ben McLemore,Kansas,37,36,32.2,5.4,10.8,0.495,3.4,6.1,0.553,2,4.7,0.42,3.2,3.7,0.87,1.3,3.9,5.2,2,1,0.7,2.1,1.9,15.9,7.54,2014
Casper Ware,Long Beach State,131,128,33,4.5,11.1,0.402,2.8,6.5,0.44,1.6,4.7,0.349,3.5,4.4,0.784,0.5,2.1,2.5,4.2,1.6,0.1,2.8,2.2,14.1,0.96,2014
Austin Rivers,Duke,34,33,33.2,5.1,11.8,0.433,3.4,7.1,0.477,1.7,4.7,0.365,3.6,5.4,0.658,0.6,2.8,3.4,2.1,1,0,2.3,2.2,15.5,8.4,2013
Zabian Dowdell,Virginia Tech,122,118,34,5.1,11.9,0.43,3.4,7.2,0.471,1.7,4.7,0.367,2.7,3.6,0.745,0.7,2.6,3.2,3.1,2,0.2,2.2,1.8,14.6,5.77,2011
Ryan Anderson,California,66,66,33,6.3,13.1,0.484,4.5,8.5,0.532,1.8,4.7,0.396,4.2,5,0.841,2.7,6.3,9,1,0.5,0.5,1.8,2.5,18.7,8.56,2009
Ryan Broekhoff,Valparaiso,134,107,27.2,3.8,8.2,0.464,1.9,3.6,0.536,1.9,4.6,0.408,2.4,2.9,0.818,1.4,4.9,6.3,1.8,1,0.7,1.4,1.8,11.9,0.23,2019
Donovan Mitchell,Louisville,65,38,26,4.1,9.8,0.418,2.6,5.2,0.497,1.5,4.6,0.329,2,2.5,0.788,1.1,3,4.1,2.2,1.5,0.3,1.3,2.6,11.7,9.44,2018
Derrick Walton,Michigan,127,125,31.9,3.4,8.4,0.404,1.6,3.8,0.409,1.8,4.6,0.401,2.9,3.5,0.837,0.4,4,4.4,3.9,1.1,0,1.8,1.8,11.6,9.33,2018
Aaron Harrison,Kentucky,79,78,29.2,4.1,9.9,0.41,2.5,5.3,0.474,1.5,4.6,0.335,2.8,3.5,0.787,0.5,2.3,2.8,1.6,1.1,0.2,1.3,1.8,12.4,9.28,2016
Jordan McRae,Tennessee,114,74,27.1,4.4,10.4,0.417,2.8,5.9,0.475,1.6,4.6,0.343,3.1,4,0.769,0.7,2.6,3.3,1.8,0.6,0.9,2,1.9,13.3,7.3,2016
Glenn Robinson,Purdue,62,62,35.1,9.9,20.7,0.479,8.1,16,0.507,1.8,4.6,0.385,5.9,7.7,0.773,,,9.7,1.9,1.8,1,3.9,2.7,27.5,9.77,2015
Marcus Smart,Oklahoma State,64,63,33.1,4.9,11.9,0.413,3.5,7.3,0.488,1.4,4.6,0.295,5.5,7.3,0.751,1.5,4.4,5.9,4.5,2.9,0.6,3,2.9,16.6,7.53,2015
Chris Johnson,Dayton,138,93,24.9,3.4,7.9,0.427,1.7,3.3,0.505,1.7,4.6,0.371,2.1,2.6,0.826,2.3,3.9,6.1,1.1,0.8,0.4,1.1,1.8,10.6,3.72,2013
Chris Johnson,Dayton,138,93,24.9,3.4,7.9,0.427,1.7,3.3,0.505,1.7,4.6,0.371,2.1,2.6,0.826,2.3,3.9,6.1,1.1,0.8,0.4,1.1,1.8,10.6,3.72,2011
Terrence Ross,Washington,69,39,24.4,4.6,10.1,0.453,2.9,5.5,0.528,1.7,4.6,0.364,1.4,1.8,0.764,1.1,3.5,4.7,1.2,0.9,0.7,1.4,2.4,12.3,6.51,2013
E'Twaun Moore,Purdue,140,135,32.3,5.6,12.7,0.44,3.8,8.1,0.473,1.7,4.6,0.38,2.4,3.3,0.729,1.1,3.3,4.4,2.9,1.2,0.4,2.1,2.3,15.3,7.64,2012
Mychel Thompson,Pepperdine,128,114,29.1,3.8,10.7,0.357,2.3,6.1,0.38,1.5,4.6,0.326,1.9,2.5,0.76,1.3,3,4.3,1.6,1.1,0.6,1.7,2.1,11,1.05,2012
Derrick Williams,Birmingham-Southern,27,,,3.2,7.7,0.418,1.3,3.1,0.4,2,4.6,0.431,2.7,3.4,0.813,,,3.2,3.2,1.3,0,,,11.1,-9.79,2012
Manny Harris,Michigan,98,97,34,5.3,13.1,0.406,3.9,8.5,0.453,1.4,4.6,0.318,4.9,6,0.827,1.6,4.1,5.7,3.7,1.5,0.4,3.2,1.9,17,9.04,2011
Gordon Hayward,Butler,69,69,33.1,4.3,9.2,0.47,2.6,4.6,0.569,1.7,4.6,0.369,4.1,4.9,0.824,1.7,5.7,7.4,1.8,1.3,0.9,2,2.1,14.4,3.57,2011
Xavier Henry,Kansas,36,36,27.5,4.5,9.8,0.458,2.6,5.3,0.492,1.9,4.6,0.418,2.5,3.2,0.783,1.2,3.2,4.4,1.5,1.5,0.5,1.9,1.8,13.4,8.25,2011
Chris Johnson,Dayton,138,93,24.9,3.4,7.9,0.427,1.7,3.3,0.505,1.7,4.6,0.371,2.1,2.6,0.826,2.3,3.9,6.1,1.1,0.8,0.4,1.1,1.8,10.6,3.72,2013
Chris Johnson,Dayton,138,93,24.9,3.4,7.9,0.427,1.7,3.3,0.505,1.7,4.6,0.371,2.1,2.6,0.826,2.3,3.9,6.1,1.1,0.8,0.4,1.1,1.8,10.6,3.72,2011
James Johnson,Quinnipiac,127,127,33.7,4.6,11.9,0.385,2.9,7.3,0.394,1.7,4.6,0.37,2.8,3.5,0.792,0.8,2.7,3.5,3.8,1.5,0.1,2.2,2.3,13.6,-7.53,2010
Darius Garland,Vanderbilt,5,5,27.8,5.8,10.8,0.537,3.6,6.2,0.581,2.2,4.6,0.478,2.4,3.2,0.75,0.4,3.4,3.8,2.6,0.8,0.4,3,1.4,16.2,7.79,2020
Tyler Herro,Kentucky,37,37,32.6,5,10.9,0.462,3.4,6.3,0.538,1.6,4.6,0.355,2.4,2.5,0.935,0.4,4.1,4.5,2.5,1.1,0.3,1.6,1.3,14,10.29,2020
Jaylen Hands,UCLA,64,48,28.3,4.1,9.9,0.409,2.4,5.4,0.44,1.7,4.6,0.373,2.3,3,0.762,0.5,3.3,3.8,4.4,1.2,0.2,2.5,1.4,12.1,6.82,2020
Brandon Goodwin,Florida Gulf Coast,68,67,32.5,6.5,13.3,0.49,5.1,8.7,0.582,1.4,4.5,0.314,4.1,5.4,0.769,1,4.1,5,4.4,1.3,0.1,2.5,1.9,18.5,,2019
Kevin Knox,Kentucky,37,37,32.4,5.3,11.9,0.445,3.8,7.4,0.509,1.5,4.5,0.341,3.4,4.4,0.774,0.9,4.5,5.4,1.4,0.8,0.3,2.3,2.2,15.6,10.73,2019
Denzel Valentine,Michigan State,144,116,29,4,9.1,0.442,2.2,4.6,0.476,1.8,4.5,0.408,1.5,2,0.779,1.1,4.8,5.9,4.4,0.9,0.3,2.2,2.1,11.4,9.21,2017
Jeremy Lamb,UConn,75,74,32.1,5.3,11,0.482,3.8,6.6,0.573,1.6,4.5,0.348,1.9,2.4,0.806,1.1,3.6,4.7,1.7,1,0.6,1.6,1.6,14.1,9.25,2013
Nickeil Alexander-Walker,Virginia Tech,67,67,29.9,4.7,10.1,0.464,3,5.6,0.529,1.7,4.5,0.383,2.4,3.1,0.763,0.6,3.4,4,2.7,1.4,0.5,2.2,1.9,13.5,7.25,2020
Talen Horton-Tucker,Iowa State,35,34,27.2,4.4,10.9,0.406,3,6.4,0.475,1.4,4.5,0.308,1.6,2.5,0.625,0.7,4.2,4.9,2.3,1.3,0.7,1.7,2.3,11.8,9.3,2020
Jacob Evans,Cincinnati,105,80,29.1,4,9.4,0.429,2.4,5,0.476,1.7,4.4,0.377,2,2.7,0.755,1.3,3,4.3,2.5,1.1,0.9,1.3,2,11.7,4.75,2019
Jabari Bird,California,114,80,26.4,3.9,8.9,0.442,2.3,4.5,0.512,1.6,4.4,0.371,1.2,1.6,0.753,0.8,2.5,3.3,1.2,0.5,0.3,1.2,1.7,10.8,6.95,2018
Charles Cooke,Dayton,61,58,31.9,5.1,11.4,0.451,3.4,7,0.484,1.8,4.4,0.399,3.6,5.2,0.695,1.2,4.3,5.5,2.3,1.2,1.1,1.9,1.9,15.7,,2018
Lauri Markkanen,Arizona,37,37,30.8,5,10.2,0.492,3.1,5.8,0.545,1.9,4.4,0.423,3.7,4.4,0.835,2.4,4.8,7.2,0.9,0.4,0.5,1.1,2,15.6,7.63,2018
Quinn Cook,Duke,143,99,28.2,3.7,8.6,0.432,2.1,4.2,0.492,1.7,4.4,0.375,1.9,2.2,0.853,0.4,2.3,2.7,3.6,1.1,0.1,1.4,1.8,11,9.07,2017
Dorian Finney-Smith,Florida,101,61,28.5,4.1,9.5,0.428,2.5,5.1,0.485,1.6,4.4,0.361,2.4,3.5,0.673,2.5,4.6,7.1,1.9,0.8,0.7,1.8,2.3,12.1,,2017
Jerian Grant,Notre Dame,119,117,36.4,4.7,10.7,0.436,3.2,6.4,0.498,1.5,4.4,0.345,3.8,4.8,0.79,0.4,2.5,2.9,5.8,1.5,0.3,2.2,1.8,14.6,6.88,2016
Robbie Hummel,Purdue,127,120,30.2,4.6,10.4,0.443,2.9,6,0.483,1.7,4.4,0.389,3.1,3.7,0.841,1.9,4.9,6.8,2.1,1,0.9,1.1,2.4,14,7.48,2014
Harrison Barnes,UNC,75,73,29.3,5.8,13.6,0.43,4.3,9.1,0.469,1.5,4.4,0.349,3.1,4.3,0.734,2,3.5,5.5,1.3,0.9,0.4,1.9,1.9,16.3,8.61,2013
A.J. Price,UConn,99,91,29.4,4.3,10.5,0.413,2.7,6.1,0.447,1.6,4.4,0.365,2.7,3.7,0.722,0.8,2.6,3.4,4.7,1.1,0.1,2.4,1.4,13,7.14,2010
Terrence Williams,Louisville,140,127,32.2,4.1,10.3,0.4,2.7,6,0.457,1.4,4.4,0.32,1.5,2.6,0.589,1.5,5.5,6.9,3.9,1.5,0.6,2.4,1.9,11.2,7.65,2010
Sviatoslav Mykhailiuk,Kansas,136,70,22.6,3.1,7.3,0.428,1.4,3,0.455,1.7,4.3,0.409,0.7,1,0.746,0.7,1.8,2.5,1.5,0.7,0.2,1.1,1.7,8.7,11.86,2019
Cameron Reynolds,Tulane,135,69,26.3,3.6,9.3,0.387,2.2,5.1,0.432,1.4,4.3,0.334,1.5,2.1,0.716,0.9,3.5,4.5,1.2,0.6,0.3,1.2,2.2,10.1,1.74,2019
Xavier Rathan-Mayes,Florida State,100,96,30.5,4.3,10.1,0.424,3,5.8,0.521,1.3,4.3,0.294,2.5,3.7,0.666,0.5,2.7,3.2,4.5,1,0,2.6,2.1,12.4,8.02,2018
Jarell Eddie,Virginia Tech,123,90,25.8,3.1,8.1,0.385,1.6,3.8,0.407,1.6,4.3,0.365,1.8,2.2,0.812,0.8,3.8,4.6,1.1,0.3,0.5,1.5,2,9.6,6.19,2016
Darrun Hilliard,Villanova,132,112,26.8,3.7,8.5,0.436,2.1,4.2,0.507,1.6,4.3,0.367,2.4,3.2,0.748,0.5,2.5,3,1.9,1.3,0.4,1.6,2.1,11.4,7.8,2016
Jordan Adams,UCLA,69,63,30.2,5.4,11.6,0.467,4,7.3,0.548,1.4,4.3,0.331,4.2,5,0.839,1.3,3.3,4.6,2.1,2.4,0.2,1.4,2.1,16.4,7.72,2015
Cleanthony Early,Wichita State,75,58,26.2,4.9,10.5,0.47,3.4,6.2,0.555,1.5,4.3,0.348,3.7,4.6,0.819,1.8,3.8,5.7,0.7,0.8,0.8,1.7,2.4,15.1,3.91,2015
Kim English,Missouri,141,106,24.2,3.7,8.7,0.42,2,4.4,0.444,1.7,4.3,0.394,2.1,2.9,0.727,0.7,2.4,3,1.4,1.1,0.2,1.7,1.8,11.1,6.32,2013
Sherron Collins,Kansas,143,77,28.5,4.6,10.3,0.444,3,6,0.492,1.6,4.3,0.377,2.4,3,0.808,0.4,2,2.4,3.9,1,0,2.3,1.8,13.2,7.8,2011
Brandon Rush,Kansas,109,101,31.3,4.9,10.9,0.449,3,6.6,0.458,1.9,4.3,0.435,1.8,2.5,0.733,1.5,4,5.5,2,0.7,0.8,2.1,1.5,13.6,7.56,2009
Deonte Burton,Nevada,130,128,33.8,5,11.4,0.439,3.6,7.2,0.498,1.4,4.2,0.337,4.8,6.4,0.751,0.4,2.5,2.9,4,1.3,0.4,2.2,2.4,16.2,2.59,2019
Donte Grantham,Clemson,114,113,30.2,3.5,8.5,0.414,2.1,4.3,0.494,1.4,4.2,0.333,1.2,1.6,0.726,1.4,3.4,4.8,1.9,0.9,0.7,1.5,1.7,9.6,8.32,2019
Aaron Holiday,UCLA,101,65,31.8,4.7,10.5,0.45,2.9,6.2,0.469,1.8,4.2,0.422,3.1,3.9,0.795,0.5,2.7,3.2,4.7,1.2,0.2,3,2.7,14.3,7.65,2019
Derrick White,Colorado,34,32,32.8,6,11.9,0.507,4.4,7.6,0.569,1.7,4.2,0.396,4.4,5.4,0.813,1,3.1,4.1,4.4,1.2,1.4,2.4,2.1,18.1,6,2018
Malik Beasley,Florida State,34,33,29.8,5.4,11.6,0.471,3.8,7.4,0.518,1.6,4.2,0.387,3.1,3.8,0.813,1.3,4,5.3,1.5,0.9,0.2,1.7,2.2,15.6,8.16,2017
Tony Snell,New Mexico,104,76,24.8,3,7.1,0.421,1.4,2.9,0.48,1.6,4.2,0.38,1.6,1.9,0.821,0.4,2,2.4,2,0.5,0.3,1.5,1.2,9.2,4.95,2014
MarShon Brooks,Providence,113,56,25.3,5.2,11.2,0.464,3.8,7,0.543,1.4,4.2,0.333,2.6,3.6,0.739,1.6,2.7,4.3,1.5,1.1,0.7,1.8,2,14.4,7.44,2012
Gary Forbes,UMass,69,59,31.2,5.6,13.4,0.415,4.3,9.2,0.466,1.3,4.2,0.304,3.9,5.7,0.69,1.7,5,6.7,2.8,1,0.6,2.8,2.2,16.3,,2011
Jonny Flynn,Syracuse,73,73,36.5,5.6,12.2,0.46,4.2,8.1,0.525,1.4,4.2,0.333,4,5.1,0.782,0.6,2.1,2.7,6,1.5,0.2,3.1,1.5,16.6,8.72,2010
Joe Crawford,Kentucky,127,76,25.3,4,9.2,0.438,2.6,5,0.512,1.5,4.2,0.35,1.8,2.6,0.702,1.2,2.2,3.4,1.5,0.5,0.2,1.6,1.9,11.3,8.87,2009
Dylan Windler,Belmont,128,97,29.4,4.6,8.6,0.541,2.9,4.4,0.669,1.7,4.2,0.406,2.2,2.9,0.761,1.6,6.2,7.8,2,1,0.8,1.6,2.4,13.2,-2.32,2020
Dwayne Bacon,Florida State,69,67,28.8,6.1,13.5,0.449,4.8,9.3,0.51,1.3,4.1,0.312,3.1,4.2,0.733,1.2,3.8,5,1.6,1,0.1,2.1,1.9,16.5,8.52,2018
Wayne Selden,Kansas,109,108,29.5,3.9,8.9,0.436,2.4,4.8,0.494,1.5,4.1,0.366,1.8,2.8,0.632,0.9,2.1,3,2.6,0.7,0.4,1.9,2,11,11.58,2017
James Ennis,Long Beach State,67,66,31,4.5,9,0.493,3,4.9,0.611,1.5,4.1,0.354,2.8,3.6,0.788,1.6,3.8,5.4,2.4,1.7,1,2.5,2.4,13.2,1.39,2015
Doug McDermott,Creighton,145,145,31.5,7.9,14.3,0.55,6,10.2,0.587,1.9,4.1,0.458,4.1,4.9,0.831,1.9,5.6,7.5,1.3,0.2,0.1,2.2,1.8,21.7,4.29,2015
Scotty Hopson,Tennessee,103,98,26.8,4.6,10.4,0.444,3.1,6.3,0.502,1.5,4.1,0.354,2,3,0.671,0.8,2.3,3.1,1.3,0.8,0.2,2.1,1.6,12.7,8.06,2014
Jae Crowder,Marquette,72,52,30.2,5.2,10.6,0.492,3.8,6.5,0.581,1.4,4.1,0.35,2.7,4,0.683,2.1,5.4,7.6,1.8,1.9,0.9,1,2.5,14.6,8,2013
DaJuan Summers,Georgetown,101,98,27.6,3.6,8.3,0.439,2.2,4.2,0.522,1.4,4.1,0.353,2.5,3.4,0.727,1.3,3.1,4.4,1.3,1,0.6,2.2,2.4,11.2,8.56,2010
D.J. Augustin,Texas,73,73,36.5,5.4,12.2,0.443,3.8,8.2,0.463,1.6,4.1,0.402,4.4,5.5,0.808,0.6,2.3,2.9,6.2,1.4,0,3,1.9,16.9,7.35,2009
Jarrett Culver,Texas Tech,75,58,29.5,5.3,11.6,0.459,3.9,7.5,0.522,1.4,4.1,0.341,2.9,4.2,0.687,1.2,4.4,5.6,2.8,1.3,0.6,2.1,2,14.9,9.56,2020
Jordan Poole,Michigan,75,37,22.7,3.1,7.3,0.434,1.6,3.1,0.519,1.5,4.1,0.37,1.6,1.9,0.831,0.1,2,2.2,1.4,0.8,0.2,1.1,1.5,9.4,9.98,2020
Joe Chealey,College of Charleston,129,109,31.1,4.1,10.2,0.404,2.7,6.2,0.44,1.4,4,0.347,4.5,5.6,0.805,0.5,3,3.5,3.1,0.9,0.1,1.9,2.5,14.2,-1.66,2019
Donte DiVincenzo,Villanova,85,12,25.4,3.6,7.6,0.469,2,3.6,0.573,1.5,4,0.378,1.6,2.2,0.705,1.1,2.9,4,2.4,0.9,0.2,1.6,1.8,10.2,9.74,2019
Collin Sexton,Alabama,33,32,29.9,5.9,13.3,0.447,4.6,9.3,0.495,1.3,4,0.336,5.9,7.6,0.778,1,2.7,3.8,3.6,0.8,0.1,2.8,2.5,19.2,10.64,2019
Tyler Cavanaugh,George Washington,73,73,31.3,5.6,11.8,0.476,4,7.8,0.508,1.6,4,0.412,4.7,5.6,0.837,2.2,5.8,8,1.6,0.5,0.3,2.4,2.6,17.5,,2018
Jayson Tatum,Duke,29,27,33.3,5.7,12.6,0.452,4.3,8.6,0.504,1.4,4,0.342,4.1,4.8,0.849,1.3,6,7.3,2.1,1.3,1.1,2.6,3,16.8,10.91,2018
Sindarius Thornwell,South Carolina,132,132,31.8,4.5,11.5,0.392,3.2,7.5,0.42,1.4,4,0.339,4.3,5.6,0.771,1.6,3.6,5.2,3,1.5,0.6,2.5,2.4,14.7,7.8,2018
Michael Gbinije,Syracuse,101,61,29.2,3.9,8.7,0.452,2.4,4.7,0.507,1.5,4,0.387,1.9,3,0.631,1,2.6,3.6,3,1.5,0.3,1.8,2.4,11.3,,2017
Treveon Graham,VCU,140,102,25.4,4.4,10.2,0.432,3,6.2,0.483,1.4,4,0.354,3.2,4.6,0.691,2.1,3.7,5.8,1.4,0.8,0.2,1.4,2.1,13.4,4,2017
Gary Payton,Oregon State,120,89,37.7,6.9,14.3,0.485,5.4,10.2,0.53,1.5,4,0.369,2.8,4.1,0.684,,,4,7.8,2.7,0.5,3.3,3.5,18.1,6.72,2017
Andre Dawkins,Duke,142,25,17.4,2.3,5.4,0.433,0.7,1.4,0.508,1.6,4,0.407,0.9,1.1,0.769,0.2,1.4,1.6,0.5,0.4,0.1,0.6,1.4,7.1,8.6,2015
Shane Larkin,Miami (FL),68,54,31.3,3.8,8.6,0.438,2.3,4.6,0.491,1.5,4,0.375,2.2,2.7,0.808,0.5,2.7,3.2,3.6,1.8,0.1,2.1,1.6,11.2,7.03,2014
Kevin Murphy,Tennessee Tech,128,109,29,5.5,12.5,0.443,4,8.4,0.476,1.5,4,0.372,3.3,4.4,0.734,0.8,3.3,4.2,1.9,0.8,0.2,3,2.1,15.8,-4.01,2013
Iman Shumpert,Georgia Tech,92,91,31.3,4.2,10.6,0.396,3,6.7,0.45,1.2,4,0.305,3.1,4.1,0.738,1.1,3.4,4.5,4.2,2.3,0.2,3,2.7,12.7,7.34,2012
Cartier Martin,Kansas State,112,77,27.6,4.6,10.1,0.458,3,6.1,0.497,1.6,4,0.399,2.9,3.8,0.78,1.7,3.1,4.8,1.5,0.7,0.2,1.7,2.4,13.8,6.11,2009
Matisse Thybulle,Washington,135,134,29.4,3.3,7.6,0.429,1.9,3.7,0.507,1.4,4,0.358,1.3,1.6,0.782,0.9,2.2,3.1,2,2.5,1.4,1.9,2.8,9.2,7,2020
Ty Jerome,Virginia,105,76,26.4,3.5,8,0.435,1.9,3.9,0.479,1.6,4,0.392,1.1,1.4,0.788,0.3,2.8,3,3.7,1.2,0,1.4,1.9,9.6,10.05,2020
Jalen Brunson,Villanova,116,115,28.9,5,9.8,0.51,3.5,5.9,0.587,1.5,3.9,0.393,2.9,3.5,0.82,0.4,2.1,2.5,3.7,0.8,0,1.9,1.8,14.4,9.74,2019
Jared Terrell,Rhode Island,134,131,31.6,4.4,10.8,0.406,2.9,6.8,0.43,1.4,3.9,0.365,2.9,3.8,0.763,0.7,2.3,3,2.1,1.3,0.2,1.7,2.6,13.1,3.85,2019
Daniel Hamilton,UConn,71,71,31.6,4.2,10.9,0.384,2.9,7.1,0.409,1.3,3.9,0.337,2,2.6,0.772,1,7.3,8.3,4.2,1,0.4,2.3,2.1,11.7,5.25,2018
Erik McCree,Louisiana Tech,99,98,29.1,5.2,11.3,0.464,3.8,7.3,0.527,1.4,3.9,0.348,3.1,4.3,0.735,1.4,5.8,7.3,1,0.6,0.5,2.2,1.9,14.9,,2018
Davon Reed,Miami (FL),131,99,28.1,3.3,7.8,0.43,1.8,3.9,0.466,1.5,3.9,0.395,2,2.6,0.779,0.7,3,3.6,1.6,0.9,0.4,1.4,1.9,10.3,8.24,2018
Jake Layman,Maryland,141,115,27.9,3.4,7.7,0.445,2,3.8,0.53,1.4,3.9,0.362,1.9,2.6,0.759,1.1,3.7,4.8,1.1,0.9,0.8,1.4,1.9,10.2,7.17,2017
Russ Smith,Louisville,133,80,24.3,4.7,11.3,0.413,3.3,7.4,0.449,1.4,3.9,0.345,3.7,4.8,0.76,0.7,2,2.7,2.8,1.9,0.1,2.4,2.4,14.3,7.79,2015
James Nunnally,UCSB,123,93,29.4,4.5,9.8,0.465,3,5.8,0.517,1.5,3.9,0.386,3.1,4,0.784,1,4.2,5.1,2,0.6,0.2,2.2,1.9,13.7,-0.86,2014
Doron Lamb,Kentucky,78,49,29.8,4.3,8.9,0.485,2.5,5,0.492,1.8,3.9,0.475,2.6,3.2,0.811,0.4,1.9,2.3,1.6,0.5,0.1,1.2,2,13.1,8.42,2013
Jerry Smith,Louisville,138,111,23.7,2.9,6.3,0.454,1.4,2.4,0.56,1.5,3.9,0.389,1.4,2,0.73,0.9,2.2,3.1,1.7,1.3,0.2,1.4,2.1,8.7,8.02,2012
James Harden,Arizona State,69,68,35,6,11.9,0.506,4.6,8,0.57,1.5,3.9,0.376,5.4,7.2,0.755,1.3,4.1,5.4,3.7,1.9,0.4,3,2.5,19,7.05,2010
Mario Chalmers,Kansas,110,96,28.5,4,8.3,0.486,2.4,4.4,0.545,1.6,3.9,0.419,2.5,3.2,0.767,0.3,2.5,2.8,3.8,2.6,0.4,2.4,2.4,12.2,7.56,2009
Romeo Langford,Indiana,32,32,34.1,5.5,12.3,0.448,4.5,8.4,0.53,1.1,3.9,0.272,4.4,6.1,0.722,1.4,4,5.4,2.3,0.8,0.8,2.1,1.9,16.5,10.1,2020
Ignas Brazdeikis,Michigan,37,37,29.6,5.1,11,0.462,3.6,7.1,0.5,1.5,3.9,0.392,3.1,4.1,0.773,1.2,4.3,5.4,0.8,0.7,0.5,1.2,2.1,14.8,10.55,2020
Quinndary Weatherspoon,Mississippi State,131,117,31.2,5.4,11.2,0.48,4,7.4,0.539,1.4,3.9,0.368,3.2,4,0.788,1.4,3.7,5.2,2.4,1.5,0.4,2.3,2.3,15.4,6.95,2020
Alize Johnson,Missouri State,66,66,30.7,5.2,11.3,0.457,3.9,7.5,0.523,1.2,3.8,0.325,3.3,4.6,0.716,3.2,7.9,11.1,2.4,0.5,0.3,2.3,2.3,14.9,0.82,2019
Omari Spellman,Villanova,40,39,28.1,4,8.4,0.476,2.4,4.7,0.511,1.6,3.8,0.433,1.2,1.8,0.7,2.3,5.8,8,0.8,0.7,1.5,1,2.3,10.9,10.24,2019
DeAndre' Bembry,St. Joseph's,101,100,36.1,5.7,12.6,0.457,4.6,8.8,0.52,1.2,3.8,0.312,3.1,4.9,0.628,1.4,5.3,6.7,3.6,1.4,0.8,2.5,2.5,15.7,4.2,2017
Jamaal Franklin,San Diego State,85,54,25.9,4.3,10,0.426,3.1,6.2,0.504,1.2,3.8,0.302,4,5.1,0.78,1.5,5.5,7,1.9,1,0.6,2.6,2.1,13.7,5.45,2014
Jerome Dyson,UConn,113,106,30.4,4.6,11.9,0.39,3.4,8.1,0.423,1.2,3.8,0.318,4,5.4,0.735,1.1,2.8,3.9,2.9,1.7,0.5,2.8,2.6,14.4,7.64,2012
Courtney Fortson,Arkansas,47,46,33,5.3,13.4,0.397,4.1,9.6,0.431,1.2,3.8,0.311,4.1,6.1,0.677,1.6,3.8,5.4,5.9,1.2,0.1,4.7,2.7,16,4.49,2012
Mikal Bridges,Villanova,116,73,27.3,3.9,7.5,0.525,2.5,3.8,0.645,1.5,3.7,0.4,1.9,2.3,0.845,1.1,3.2,4.3,1.6,1.4,0.9,1.1,2.2,11.3,9.74,2019
J.P. Macura,Xavier,141,79,25,3.5,7.8,0.448,2.2,4.2,0.532,1.3,3.7,0.352,2.3,2.8,0.798,1.1,2.1,3.2,2.1,1.2,0.2,1.5,2.1,10.6,9.72,2019
Luke Kornet,Vanderbilt,128,76,24.1,3,7.2,0.417,1.8,3.5,0.519,1.2,3.7,0.32,1.7,2.2,0.779,1.2,3.6,4.8,1.1,0.4,1.6,1.1,2,8.9,8.03,2018
Trey McKinney-Jones,Miami (FL),69,46,27.3,2.8,6.4,0.436,1.4,2.7,0.505,1.4,3.7,0.385,1.1,1.3,0.815,0.5,3,3.4,1.5,0.7,0,1.1,1.8,8.1,,2018
London Perrantes,Virginia,138,134,32.1,2.9,7.1,0.405,1.3,3.4,0.4,1.5,3.7,0.409,1.6,2,0.812,0.3,2.4,2.7,4.1,0.9,0.1,1.5,1.3,8.9,9.43,2018
Malcolm Brogdon,Virginia,136,109,30.6,4.4,10.3,0.43,3.1,6.6,0.466,1.4,3.7,0.365,3.1,3.5,0.876,0.6,3.5,4.1,2.5,0.9,0.2,1.5,1.8,13.3,7.76,2017
Rodney McGruder,Kansas State,135,100,27.4,4.2,9.3,0.452,2.8,5.7,0.498,1.4,3.7,0.381,1.9,2.5,0.759,1.9,3,4.8,1.4,0.9,0.3,1.3,1.5,11.7,8.19,2017
